original_text,label,year,sector
"We will consciously promote a programme for ‘Study in India’, which will focus on bringing foreign students to study in higher educational institutions",,2019,EDUCATION
We have launched the ‘National Digital Library of India’ and provided,,2019,EDUCATION
We will formulate a ‘National Policy for Reskilling and Upskilling’ to evolve a flexible and industry responsive workforce which is capable of accessing new opportunities and to insulate it from technological shocks,,2019,EDUCATION
"We will draft a Uniform Civil Code, drawing upon the best traditions and",,2019,EDUCATION
Public procurement and government incentives will be used actively to build up these clusters and,,2019,LABOUR AND EMPLOYMENT
Setting up new incubators and accelerators by,,2019,LABOUR AND EMPLOYMENT
"Facilitating establishment of 50,000 new Startups in the nation by",,2019,LABOUR AND EMPLOYMENT
We will continue to promote and encourage Startups through creation of a ‘Seed Startup,,2019,LABOUR AND EMPLOYMENT
"We will set-up new 'Entrepreneurial Northeast' scheme to provide financial support to the micro, small and medium industries and for employment generation in the Northeastern state",,2019,LABOUR AND EMPLOYMENT
"We will formulate a dedicated programme for the creation of work opportunities, provide skill training and strengthen social security mechanism for",,2019,LABOUR AND EMPLOYMENT
We will ensure that the economically weaker sections (EWS) of the society who belong to the non-reserved category are represented and have access to government jobs and higher education,,2019,LABOUR AND EMPLOYMENT
"We promise to create a more effective framework for the resettlement of our Armed Forces veterans. Under this effort the Armed Forces will start planning for the resettlement of soldiers three years before their retirement and in accordance with their preferences. This will include provision for skills training, soft skills training, financial",,2019,PERSONNEL AND GOVERNANCE
We will modernize the Central Armed Police Forces to further increase their capacity and readiness and enable them to effectively combat internal security challenges,,2019,PERSONNEL AND GOVERNANCE
We will provide assistance to the states to upgrade their police forces through the ‘Scheme for Modernization of Police Forces’,,2019,PERSONNEL AND GOVERNANCE
"We will formulate a ‘Model Police Act’ in consultation with the States to have a pro-people citizen friendly police. This will take the Indian policing at par with its contemporaries anywhere in the world,",,2019,PERSONNEL AND GOVERNANCE
We will expand the Pradhan Mantri Shram Yogi Maandhan scheme,,2019,PERSONNEL AND GOVERNANCE
We will endeavour to make the National Nutrition Mission a mass movement and strengthen infrastructure and capacity in all Anganwadis,,2019,WOMEN AND CHILD DEVELOPMENT
We will ensure full immunization coverage for all the children and pregnant women by,,2019,WOMEN AND CHILD DEVELOPMENT
"We will provide adequate resources under the Khelo India scheme to ensure the achievement of declared objectives. Under this scheme, special attention will be given to encourage sporting talent among women.",,2019,WOMEN AND CHILD DEVELOPMENT
"We will provide accessible and affordable quality education to all women. We will ensure that ample financial support is available to girls throughout their education and subsidised education in the next years, to ensure financial empowerment among women.",,2019,WOMEN AND CHILD DEVELOPMENT
"In rural and semi-rural areas and create better employment opportunities for them, we will make every effort to ensure access to credit and other resources, capacity building, market and distribution network for women entrepreneurs, SHGs and women",,2019,WOMEN AND CHILD DEVELOPMENT
We are committed to make women equal partners in and equal beneficiaries of the progress and prosperity of the nation and will formulate a comprehensive ‘Women in Workforce’ roadmap focussed on dramatically increasing the female workforce participation rate over the next five years. We will also encourage industries and corporates to generate better employment opportunities for women.,,2019,WOMEN AND CHILD DEVELOPMENT
"To generate better work    h opportunities for          n women, 10% material to h be sourced for u government procurement will be        h done from MSMEs            m",,2019,WOMEN AND CHILD DEVELOPMENT
"To ensure greater participation of women in the workforce, it is necessary to enable them to continue in the workforce by providing",,2019,WOMEN AND CHILD DEVELOPMENT
"We will reduce the malnutrition level by at least 10% in the next five years, doubling the rate",,2019,WOMEN AND CHILD DEVELOPMENT
"We will ensure that all reproductive and menstrual health services are easily available to all women across India and with the expansion of ongoing Suvidha scheme, sanitary pads at an affordable cost of just Rs. will be provided to all women and girls",,2019,WOMEN AND CHILD DEVELOPMENT
"To create a positive atmosphere for women, promote gender justice and create awareness on issues related to women, gender sensitisation courses will be made an essential part of all educational institution’s curriculum and training modules of public offices.",,2019,WOMEN AND CHILD DEVELOPMENT
We are committed to        h ensure the welfare of widows of defence personnel who were killed in action.,,2019,WOMEN AND CHILD DEVELOPMENT
"Women's welfare and development will be accorded a high priority at all levels within the government, and the party is committed to 33% reservation in parliament and state assemblies through a constitutional amendment",,2019,WOMEN AND CHILD DEVELOPMENT
We will formulate a comprehensive Child Protection Framework to facilitate the setting up of standards and robust inspection and monitoring of child care institutions across India,,2019,WOMEN AND CHILD DEVELOPMENT
